TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2016,8,31,12,0,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.77482600004,5456160.70214
Theft of Bicycle,2016,5,14,21,0,24XX BALACLAVA ST,Kitsilano,487337.055404,5456855.5596900005
Theft of Bicycle,2016,5,12,0,0,BUTE ST / NELSON ST,West End,490531.267391,5459023.252619999
Theft of Bicycle,2016,6,20,10,15,BEACH AVE / HOWE ST,Central Business District,490411.76913900004,5458008.59121
Theft of Bicycle,2016,5,11,18,0,9XX BURRARD ST,West End,490887.15156599996,5458782.30971
Theft of Bicycle,2016,1,23,16,48,12XX W 10TH AVE,Fairview,490276.84416700003,5456647.36212
Theft of Bicycle,2016,4,16,0,0,13XX BARCLAY ST,West End,490405.0177479999,5459313.80542
Theft of Bicycle,2016,8,10,0,45,12XX MARINASIDE CRES,Central Business District,491266.56254799996,5457795.07606
Theft of Bicycle,2016,5,18,21,0,12XX DAVIE ST,West End,490292.516434,5458794.49757
Theft of Bicycle,2016,4,6,0,0,14XX E 7TH AVE,Grandview-Woodland,494535.64955,5456824.9358
Theft of Bicycle,2016,5,10,13,30,12XX MARINASIDE CRES,Central Business District,491202.39062200004,5457736.00265
Theft of Bicycle,2016,4,9,19,0,15XX JOHNSTON ST,Fairview,490201.054053,5457659.71195
Theft of Bicycle,2016,4,12,0,0,12XX MARINASIDE CRES,Central Business District,491202.39062200004,5457736.00265
Theft of Bicycle,2016,6,14,22,0,8XX E 7TH AVE,Mount Pleasant,493770.47055900004,5456836.768630001
Theft of Bicycle,2016,7,7,2,0,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.43329399993,5458743.6252
Theft of Bicycle,2016,6,1,19,0,COLUMBIA ST / E HASTINGS ST,Central Business District,492562.43329399993,5458743.6252
Theft of Bicycle,2016,9,15,9,0,4XX W 12TH AVE,Mount Pleasant,491704.77844799997,5456413.6287
Theft of Bicycle,2016,7,1,22,0,BURRARD ST / MELVILLE ST,Central Business District,491271.854833,5459162.624919999
Theft of Bicycle,2016,5,10,0,0,14XX WILLIAM ST,Grandview-Woodland,494538.380412,5457923.77634
Theft of Bicycle,2016,6,22,18,10,4XX W 12TH AVE,Mount Pleasant,491704.77844799997,5456413.6287
Theft of Bicycle,2016,6,8,9,0,4XX W 12TH AVE,Mount Pleasant,491704.77844799997,5456413.6287
Theft of Bicycle,2016,3,30,13,0,4XX W 12TH AVE,Mount Pleasant,491704.77844799997,5456413.6287
Theft of Bicycle,2016,4,1,23,0,15XX JOHNSTON ST,Fairview,490201.054053,5457659.71195
Theft of Bicycle,2016,5,5,22,0,3XX CAMBIE ST,Central Business District,492042.933071,5458904.89092
Theft of Bicycle,2016,2,24,12,2,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494804.81009,5455040.15075
Theft of Bicycle,2016,7,20,10,55,4XX GRANVILLE ST,Central Business District,491708.457775,5459173.821719999
Theft of Bicycle,2016,9,5,18,12,23XX ALBERTA ST,Mount Pleasant,491937.40186000004,5456895.36099
Theft of Bicycle,2016,4,19,0,0,12XX NELSON ST,West End,490451.55076899996,5459110.27978
Theft of Bicycle,2016,7,3,13,0,COLUMBIA ST / KEEFER ST,Central Business District,492569.992163,5458508.4775
Theft of Bicycle,2016,6,10,7,0,38XX W 3RD AVE,West Point Grey,486330.417086,5457434.553669999
Theft of Bicycle,2016,6,6,20,30,12XX MELVILLE ST,Central Business District,490918.95695699996,5459505.4848
Theft of Bicycle,2016,8,6,12,0,8XX TERMINAL AVE,Strathcona,493866.712204,5457463.8013
Theft of Bicycle,2016,6,15,8,0,12XX DAVIE ST,West End,490242.633828,5458856.48
Theft of Bicycle,2016,4,25,15,28,12XX DAVIE ST,West End,490292.516434,5458794.49757
Theft of Bicycle,2016,4,30,19,0,12XX MELVILLE ST,Central Business District,490918.95695699996,5459505.4848
Theft of Bicycle,2016,5,28,0,0,8XX E 7TH AVE,Mount Pleasant,493705.70051800006,5456837.67452
Theft of Bicycle,2016,7,7,0,0,8XX E 7TH AVE,Mount Pleasant,493705.70051800006,5456837.67452
Theft of Bicycle,2016,6,15,0,0,22XX YORK AVE,Kitsilano,488638.89681400004,5457667.99467
Theft of Bicycle,2016,7,21,17,0,38XX W 4TH AVE,West Point Grey,486275.317776,5457343.12421
Theft of Bicycle,2016,9,19,21,0,4XX W 15TH AVE,Mount Pleasant,491727.127243,5456117.02694
Theft of Bicycle,2016,8,4,0,0,3XX UNION ST,Strathcona,492963.90435100003,5458317.40152
Theft of Bicycle,2016,6,21,19,0,38XX W 8TH AVE,West Point Grey,486251.620167,5456959.04021
Theft of Bicycle,2016,5,27,0,0,8XX E 7TH AVE,Mount Pleasant,493705.70051800006,5456837.67452
Theft of Bicycle,2016,6,22,20,0,4XX W 16TH AVE,Riley Park,491780.094042,5456007.88706
Theft of Bicycle,2016,3,8,7,30,48XX BEATRICE ST,Kensington-Cedar Cottage,495157.16337200004,5454183.15699
Theft of Bicycle,2016,10,4,12,0,13XX BURRARD ST,Central Business District,490457.82138999994,5458336.91224
Theft of Bicycle,2016,10,17,16,0,21XX WALL ST,Grandview-Woodland,495527.61013100005,5459328.65712
Theft of Bicycle,2016,8,4,16,20,39XX DUNBAR ST,Dunbar-Southlands,486527.8111,5455402.5382199995
Theft of Bicycle,2016,4,1,0,0,46XX W 12TH AVE,West Point Grey,484421.63581999997,5456616.646269999
Theft of Bicycle,2016,10,3,1,30,12XX E 12TH AVE,Mount Pleasant,494226.402293,5456318.8244199995
Theft of Bicycle,2016,7,25,9,0,1XX W 4TH AVE,Mount Pleasant,492140.57121,5457195.558669999
Theft of Bicycle,2016,9,28,21,30,3XX ABBOTT ST,Central Business District,492236.093301,5458907.39931
Theft of Bicycle,2016,8,28,15,0,3XX ABBOTT ST,Central Business District,492236.093301,5458907.39931
Theft of Bicycle,2016,1,1,18,35,8XX SEYMOUR ST,Central Business District,491316.04963699996,5458632.06951
Theft of Bicycle,2016,5,2,8,30,3XX ABBOTT ST,Central Business District,492236.093301,5458907.39931
Theft of Bicycle,2016,4,8,14,0,15XX HOWE ST,Central Business District,490411.622481,5458001.97408
Theft of Bicycle,2016,5,4,18,25,22XX W BROADWAY AVE,Kitsilano,488608.26632399997,5456807.37465
Theft of Bicycle,2016,3,30,0,0,22XX W BROADWAY AVE,Kitsilano,488608.26632399997,5456807.37465
Theft of Bicycle,2016,3,7,9,25,1XX W 1ST AVE,Mount Pleasant,492140.26128599996,5457517.72246
Theft of Bicycle,2016,6,13,22,0,1XX W 1ST AVE,Mount Pleasant,492140.26128599996,5457517.72246
Theft of Bicycle,2016,11,3,14,0,CLANCY LORANGER WAY / MIDLOTHIAN AVE,Riley Park,492058.85594,5454476.27045
Theft of Bicycle,2016,11,26,17,30,3XX ABBOTT ST,Central Business District,492218.70534700004,5458879.65756
Theft of Bicycle,2016,4,28,21,20,3XX ABBOTT ST,Central Business District,492236.093301,5458907.39931
Theft of Bicycle,2016,6,27,12,30,15XX JOHNSTON ST,Fairview,490187.045425,5457690.04719
Theft of Bicycle,2016,9,26,7,0,3XX TERMINAL AVE,Strathcona,493000.16506,5457727.57371
Theft of Bicycle,2016,5,3,18,23,8XX SEYMOUR ST,Central Business District,491316.04963699996,5458632.06951
Theft of Bicycle,2016,2,29,16,0,15XX JOHNSTON ST,Fairview,490187.045425,5457690.04719
Theft of Bicycle,2016,8,26,9,30,8XX E HASTINGS ST,Strathcona,493669.126545,5458703.0368
Theft of Bicycle,2016,8,9,1,0,1XX W 1ST AVE,Mount Pleasant,492106.563812,5457497.39939
Theft of Bicycle,2016,11,28,8,30,8XX E HASTINGS ST,Strathcona,493684.921837,5458702.52265
Theft of Bicycle,2016,5,24,2,0,12XX DAVIE ST,West End,490292.516434,5458794.49757
Theft of Bicycle,2016,8,19,12,50,12XX DAVIE ST,West End,490292.516434,5458794.49757
Theft of Bicycle,2016,9,2,7,0,12XX MAIN ST,Central Business District,492717.832824,5457907.39659
Theft of Bicycle,2016,3,4,7,44,8XX SEYMOUR ST,Central Business District,491316.04963699996,5458632.06951
Theft of Bicycle,2016,6,3,16,30,3XX BURRARD ST,Central Business District,491517.698813,5459415.89159
Theft of Bicycle,2016,7,13,19,30,47XX VICTORIA DR,Kensington-Cedar Cottage,495252.615055,5454381.045
Theft of Bicycle,2016,9,8,18,0,1XX W 1ST AVE,Mount Pleasant,492117.64336000005,5457496.9461900005
Theft of Bicycle,2016,9,5,20,0,21XX WALL ST,Grandview-Woodland,495539.840223,5459352.1206
Theft of Bicycle,2016,11,5,18,0,38XX YUKON ST,Riley Park,491789.07831099996,5455351.940119999
Theft of Bicycle,2016,6,14,18,45,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.368128,5458848.64436
Theft of Bicycle,2016,6,19,19,30,1XX W HASTINGS ST,Central Business District,492193.60056899994,5458809.219819999
Theft of Bicycle,2016,12,26,11,51,3XX ALEXANDER ST,Strathcona,492893.91198000003,5459034.72956
Theft of Bicycle,2016,9,11,1,30,14XX WOODLAND DR,Grandview-Woodland,494660.920983,5457698.77758
Theft of Bicycle,2016,6,17,18,0,12XX NELSON ST,West End,490451.55076899996,5459110.27978
Theft of Bicycle,2016,9,14,3,0,13XX BURRARD ST,West End,490478.977384,5458370.94405
Theft of Bicycle,2016,7,24,20,0,12XX NELSON ST,West End,490451.55076899996,5459110.27978
Theft of Bicycle,2016,5,12,19,30,3XX W 12TH AVE,Mount Pleasant,491843.52921099996,5456411.67356
Theft of Bicycle,2016,11,21,20,0,14XX E 27TH AVE,Kensington-Cedar Cottage,494521.7055,5454857.47149
Theft of Bicycle,2016,6,3,19,0,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Theft of Bicycle,2016,11,21,12,45,4XX W 6TH AVE,Mount Pleasant,491666.65135600005,5457010.75952
Theft of Bicycle,2016,1,28,10,15,14XX E 2ND AVE,Grandview-Woodland,494544.369451,5457337.81754
Theft of Bicycle,2016,9,4,23,0,38XX SOPHIA ST,Riley Park,492817.599767,5455371.11217
Theft of Bicycle,2016,3,22,17,40,1XX W BROADWAY AVE,Mount Pleasant,492154.03753800003,5456711.52073
Theft of Bicycle,2016,8,31,17,0,38XX POINT GREY RD,West Point Grey,486323.55055100005,5457729.29227
Theft of Bicycle,2016,10,21,17,0,COMMERCIAL DR / E 10TH AVE,Kensington-Cedar Cottage,494920.33811300003,5456517.15134
Theft of Bicycle,2016,5,12,22,0,38XX W 11TH AVE,West Point Grey,486236.76436400006,5456669.99364
Theft of Bicycle,2016,4,18,8,0,4XX W 64TH AVE,Marpole,491519.899488,5451058.27939
Theft of Bicycle,2016,3,2,0,0,1XX W 8TH AVE,Mount Pleasant,492119.635687,5456786.07549
Theft of Bicycle,2016,4,9,21,0,1XX W 12TH AVE,Mount Pleasant,492161.595355,5456405.29184
Theft of Bicycle,2016,7,15,10,30,13XX BUTE ST,West End,490096.925549,5458577.96461
Theft of Bicycle,2016,8,29,0,0,1XX W 12TH AVE,Mount Pleasant,492178.63997899997,5456395.88944
Theft of Bicycle,2016,2,3,2,25,15XX MAIN ST,Strathcona,492733.955863,5457768.14235
Theft of Bicycle,2016,8,25,0,0,1XX W BROADWAY AVE,Mount Pleasant,492061.88198199996,5456715.42722
Theft of Bicycle,2016,6,21,12,0,4XX W 40TH AVE,Riley Park,491579.209158,5453521.36698
Theft of Bicycle,2016,6,6,15,0,38XX POINT GREY RD,West Point Grey,486323.55055100005,5457729.29227
Theft of Bicycle,2016,1,15,12,0,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2016,6,13,9,13,38XX POINT GREY RD,West Point Grey,486253.91004700004,5457691.815769999
Theft of Bicycle,2016,9,13,21,13,3XX DAVIE ST,Central Business District,491094.83801300003,5457995.9387300005
Theft of Bicycle,2016,8,10,13,37,4XX W 8TH AVE,Mount Pleasant,491666.22076099995,5456814.19299
Theft of Bicycle,2016,7,20,21,5,4XX W 7TH AVE,Mount Pleasant,491784.957046,5456896.14327
Theft of Bicycle,2016,8,20,17,0,15XX NELSON ST,West End,490205.512657,5459352.9425800005
Theft of Bicycle,2016,8,18,21,45,4XX W 7TH AVE,Mount Pleasant,491782.193186,5456896.31605
Theft of Bicycle,2016,6,7,9,0,3XX DAVIE ST,Central Business District,491094.83801300003,5457995.9387300005
Theft of Bicycle,2016,5,18,12,0,8XX DENMAN ST,West End,490056.682166,5459766.81123
Theft of Bicycle,2016,7,4,15,0,12XX CARDERO ST,West End,489880.677029,5459144.97012
Theft of Bicycle,2016,1,23,12,53,3XX DAVIE ST,Central Business District,491094.83801300003,5457995.9387300005
Theft of Bicycle,2016,9,22,16,45,15XX MARINER WALK,Fairview,489873.15120699996,5457446.9995099995
Theft of Bicycle,2016,8,1,0,0,12XX CARDERO ST,West End,489880.677029,5459144.97012
Theft of Bicycle,2016,10,7,13,8,14XX W BROADWAY AVE,Fairview,489940.908356,5456762.67739
Theft of Bicycle,2016,6,30,7,30,8XX W 12TH AVE,Fairview,490964.095097,5456434.471
Theft of Bicycle,2016,9,24,18,0,12XX CARDERO ST,West End,489880.677029,5459144.97012
Theft of Bicycle,2016,6,25,18,0,3XX W 12TH AVE,Mount Pleasant,491843.52921099996,5456411.67356
Theft of Bicycle,2016,5,2,10,0,4XX W 7TH AVE,Mount Pleasant,491782.193186,5456896.31605
Theft of Bicycle,2016,10,9,14,0,8XX E 11TH AVE,Mount Pleasant,493685.623197,5456425.0807
Theft of Bicycle,2016,9,24,13,0,38XX W 12TH AVE,West Point Grey,486280.361895,5456562.34415
Theft of Bicycle,2016,3,29,18,0,1XX W 14TH AVE,Mount Pleasant,492087.385689,5456196.25536
Theft of Bicycle,2016,7,28,12,0,12XX NICOLA ST,West End,489874.974439,5458967.10896
Theft of Bicycle,2016,2,13,0,30,4XX W 19TH AVE,Riley Park,491677.33817600005,5455697.1068
Theft of Bicycle,2016,4,12,22,30,16XX HARWOOD ST,West End,489706.05088999995,5459074.66116
Theft of Bicycle,2016,7,15,21,0,14XX E HASTINGS ST,Grandview-Woodland,494588.853329,5458736.084430001
Theft of Bicycle,2016,9,25,19,0,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.294284,5457516.2622
Theft of Bicycle,2016,5,18,9,0,1XX W 6TH AVE,Mount Pleasant,492194.477452,5456984.28487
Theft of Bicycle,2016,7,31,14,0,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.294284,5457516.2622
Theft of Bicycle,2016,3,19,8,30,8XX E 19TH AVE,Kensington-Cedar Cottage,493644.81216000003,5455656.119080001
Theft of Bicycle,2016,5,22,18,0,12XX NELSON ST,West End,490504.522147,5459056.76901
Theft of Bicycle,2016,5,28,3,0,8XX E 31ST AVE,Kensington-Cedar Cottage,493678.954169,5454427.5953
Theft of Bicycle,2016,2,22,20,0,23XX BIRCH ST,Fairview,490270.497556,5456926.686480001
Theft of Bicycle,2016,2,25,8,0,23XX BIRCH ST,Fairview,490270.13536400005,5456912.89851
Theft of Bicycle,2016,9,11,17,0,14XX E 4TH AVE,Grandview-Woodland,494572.164273,5457133.47699
Theft of Bicycle,2016,6,17,19,0,8XX THURLOW ST,West End,490919.79623999994,5459094.47948
Theft of Bicycle,2016,7,5,12,0,4XX GRANVILLE ST,Central Business District,491688.38087,5459153.621809999
Theft of Bicycle,2016,9,18,0,0,12XX COMOX ST,West End,490414.998782,5458979.43827
Theft of Bicycle,2016,5,13,18,0,COLUMBIA ST / W 1ST AVE,Mount Pleasant,492041.294284,5457516.2622
Theft of Bicycle,2016,9,4,11,40,23XX CAMBIE ST,Mount Pleasant,491655.46694300004,5456828.534990001
Theft of Bicycle,2016,3,28,12,0,13XX BARCLAY ST,West End,490405.0177479999,5459313.80542
Theft of Bicycle,2016,10,5,19,0,8XX UNION ST,Strathcona,493802.456724,5458293.111219999
Theft of Bicycle,2016,4,1,22,45,4XX W 2ND AVE,Mount Pleasant,491739.56472299993,5457178.59116
Theft of Bicycle,2016,5,16,20,0,21XX WILLIAM ST,Grandview-Woodland,495569.960483,5457899.0049
Theft of Bicycle,2016,1,21,10,0,3XX COLUMBIA ST,Central Business District,492569.737707,5458841.336759999
Theft of Bicycle,2016,6,8,18,30,38XX W 14TH AVE,West Point Grey,486130.433954,5456372.26776
Theft of Bicycle,2016,8,4,9,0,12XX COMOX ST,West End,490371.58829,5459022.45009
Theft of Bicycle,2016,6,8,10,21,CAMBIE ST / W 8TH AVE,Fairview,491641.657844,5456817.780590001
Theft of Bicycle,2016,7,9,0,0,8XX E 13TH AVE,Mount Pleasant,493743.99537200003,5456233.76621
Theft of Bicycle,2016,10,7,16,54,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2016,6,11,16,30,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2016,5,19,16,11,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2016,6,28,17,53,48XX ELDORADO MEWS,Renfrew-Collingwood,495810.516887,5454309.10327
Theft of Bicycle,2016,11,21,9,15,23XX CAMBIE ST,Mount Pleasant,491655.56247799995,5456835.83672
Theft of Bicycle,2016,9,23,17,10,23XX CAMBIE ST,Mount Pleasant,491655.56247799995,5456835.83672
Theft of Bicycle,2016,4,10,21,30,15XX MAIN ST,Mount Pleasant,492697.83316000004,5457658.40921
Theft of Bicycle,2016,3,21,3,0,46XX W 10TH AVE,West Point Grey,484537.71955299994,5456808.66005
Theft of Bicycle,2016,11,4,0,0,12XX NICOLA ST,West End,489898.28793199995,5458990.12517
Theft of Bicycle,2016,8,14,14,30,23XX CAMBIE ST,Mount Pleasant,491655.56247799995,5456835.83672
Theft of Bicycle,2016,4,18,20,0,1XX W 1ST AVE,Mount Pleasant,492161.961534,5457495.133359999
Theft of Bicycle,2016,6,16,17,30,CAMBIE ST / W BROADWAY AVE,Fairview,491638.42802600004,5456722.3789099995
Theft of Bicycle,2016,4,27,20,39,8XX GRANVILLE ST,Central Business District,491283.37573,5458732.83179
Theft of Bicycle,2016,6,10,18,0,8XX GRANVILLE ST,Central Business District,491283.37573,5458732.83179
Theft of Bicycle,2016,10,5,15,0,4XX POWELL ST,Strathcona,493190.5949,5458924.76127
Theft of Bicycle,2016,1,10,5,0,3X BLOOD ALLEY SQ,Central Business District,492360.54592799995,5458913.30277
Theft of Bicycle,2016,6,18,0,0,22XX W 1ST AVE,Kitsilano,488658.70446499996,5457571.1032300005
Theft of Bicycle,2016,8,26,7,0,12XX GRANVILLE ST,Central Business District,490749.521524,5458193.974090001
Theft of Bicycle,2016,7,30,15,30,15XX E 4TH AVE,Grandview-Woodland,494731.4139229999,5457122.9836
Theft of Bicycle,2016,4,9,9,20,CAMBIE ST / WATER ST,Central Business District,492085.822063,5459067.74242
Theft of Bicycle,2016,2,29,4,30,12XX GRANVILLE ST,Central Business District,490806.25873,5458252.1585
Theft of Bicycle,2016,11,6,13,0,4XX POWELL ST,Strathcona,493190.5949,5458924.76127
Theft of Bicycle,2016,6,25,18,0,15XX DURANLEAU ST,Fairview,490102.930145,5457602.08271
Theft of Bicycle,2016,7,14,21,0,CAMBIE ST / WATER ST,Central Business District,492085.822063,5459067.74242
Theft of Bicycle,2016,6,12,17,9,3X BLOOD ALLEY SQ,Central Business District,492360.54592799995,5458913.30277
Theft of Bicycle,2016,10,5,15,3,CARRALL ST / E HASTINGS ST,Central Business District,492412.345275,5458751.99022
Theft of Bicycle,2016,7,9,0,0,CARRALL ST / E HASTINGS ST,Central Business District,492412.345275,5458751.99022
Theft of Bicycle,2016,2,2,19,0,CARRALL ST / E HASTINGS ST,Central Business District,492412.345275,5458751.99022
Theft of Bicycle,2016,5,12,18,0,8XX LAGOON DR,Stanley Park,489871.08159099997,5460081.47209
Theft of Bicycle,2016,3,14,12,13,15XX E 35TH AVE,Kensington-Cedar Cottage,494662.84318699996,5453975.17382
Theft of Bicycle,2016,6,25,18,35,15XX DURANLEAU ST,Fairview,490102.930145,5457602.08271
Theft of Bicycle,2016,10,1,18,30,22XX W 3RD AVE,Kitsilano,488593.960124,5457385.52364
Theft of Bicycle,2016,11,24,9,15,4XX POWELL ST,Strathcona,493190.5949,5458924.76127
Theft of Bicycle,2016,7,25,16,16,1XX W 2ND AVE,Mount Pleasant,492082.46315699996,5457395.33438
Theft of Bicycle,2016,11,1,15,0,8XX HOMER ST,Central Business District,491395.61173299997,5458433.31204
Theft of Bicycle,2016,4,18,23,0,3X W 1ST AVE,Mount Pleasant,492330.275954,5457490.70988
Theft of Bicycle,2016,5,12,4,50,22XX W 5TH AVE,Kitsilano,488565.759469,5457181.57714
Theft of Bicycle,2016,1,4,17,53,22XX W 1ST AVE,Kitsilano,488608.002416,5457572.48215
Theft of Bicycle,2016,8,29,22,45,CARRALL ST / PACIFIC BLVD,Central Business District,492257.59865,5458266.5561
Theft of Bicycle,2016,2,16,19,15,22XX W 4TH AVE,Kitsilano,488704.91151000006,5457272.91234
Theft of Bicycle,2016,10,12,8,20,1XX W 49TH AVE,Oakridge,492098.95752399997,5452560.17368
Theft of Bicycle,2016,7,1,15,0,1XX W 49TH AVE,Oakridge,492098.95752399997,5452560.17368
Theft of Bicycle,2016,8,27,12,0,3X W 11TH AVE,Mount Pleasant,492315.500763,5456499.76898
Theft of Bicycle,2016,6,1,7,40,39XX W 37TH AVE,Dunbar-Southlands,486020.80325399997,5453994.31747
Theft of Bicycle,2016,4,6,20,0,46XX W 7TH AVE,West Point Grey,484449.266603,5457100.66279
Theft of Bicycle,2016,5,18,13,45,4XX RICHARDS ST,Central Business District,491861.143383,5459031.975869999
Theft of Bicycle,2016,6,25,22,0,15XX E 6TH AVE,Grandview-Woodland,494779.62346000003,5456933.76985
Theft of Bicycle,2016,2,4,16,50,12XX HORNBY ST,Central Business District,490579.98391199997,5458305.96836
Theft of Bicycle,2016,5,24,8,0,1XX W 1ST AVE,Mount Pleasant,492232.13197299995,5457492.26305
Theft of Bicycle,2016,4,24,16,15,8XX MAIN ST,Strathcona,492750.3086,5458315.634459999
Theft of Bicycle,2016,10,24,17,0,8XX HOMER ST,Central Business District,491397.707594,5458435.42297
Theft of Bicycle,2016,8,6,18,0,8XX HOMER ST,Central Business District,491496.41470900003,5458521.86155
Theft of Bicycle,2016,7,22,14,0,CAMBIE ST / WATER ST,Central Business District,492085.822063,5459067.74242
Theft of Bicycle,2016,8,8,16,0,CAMBIE ST / WATER ST,Central Business District,492085.822063,5459067.74242
Theft of Bicycle,2016,4,5,7,45,3X E 42ND AVE,Sunset,492363.377602,5453214.80576
Theft of Bicycle,2016,7,12,23,0,15XX E 1ST AVE,Grandview-Woodland,494704.376292,5457435.43397
Theft of Bicycle,2016,5,20,12,0,1XX W 3RD AVE,Mount Pleasant,492154.671564,5457299.4856199995
Theft of Bicycle,2016,3,21,5,30,9XX BURRARD ST,West End,490887.15156599996,5458782.30971
Theft of Bicycle,2016,7,4,18,30,9XX BURRARD ST,West End,490887.15156599996,5458782.30971
Theft of Bicycle,2016,6,30,17,30,9XX BURRARD ST,West End,490887.15156599996,5458782.30971
Theft of Bicycle,2016,4,30,21,30,8XX HORNBY ST,Central Business District,491142.00915299996,5458874.66058
Theft of Bicycle,2016,5,21,13,0,3X E 40TH AVE,Riley Park,492366.14070600003,5453534.89509
Theft of Bicycle,2016,7,12,22,0,12XX HARWOOD ST,West End,490056.205469,5458728.50221
Theft of Bicycle,2016,5,16,16,0,9XX BURRARD ST,West End,490887.15156599996,5458782.30971
Theft of Bicycle,2016,5,13,8,30,CARDERO ST / ROBSON ST,West End,490380.789372,5459638.07881
